ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,CITY,CITYNAME,COUNTY,COUNTYNAME,CaseYear,DAY,DAY_WEEK,DAY_WEEKNAME,DRUNK_DR,FATALS,FUNC_SYS,FUNC_SYSNAME,HARM_EV,HARM_EVNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,HOUR,HOURNAME,LATITUDE,LATITUDENAME,LGT_COND,LGT_CONDNAME,LONGITUD,LONGITUDNAME,MAN_COLL,MAN_COLLNAME,MILEPT,MILEPTNAME,MINUTE,MINUTENAME,MONTH,MonthName,NHS,NHSNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,PEDS,PERMVIT,PERNOTMVIT,PERSONS,PVH_INVL,ParkWorks,RAIL,RAILNAME,RD_OWNER,RD_OWNERNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,REL_ROAD,REL_ROADNAME,ROAD_FNC,ROAD_FNCNAME,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,SCH_BUS,SCH_BUSNAME,SP_JUR,SP_JURNAME,STATENAME,ST_CASE,State,TWAY_ID,TWAY_ID2,TYP_INT,TYP_INTNAME,VE_FORMS,VE_TOTAL,WEATHER,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHERNAME,WRK_ZONE,WRK_ZONENAME,YEAR
21,9:00pm-9:59pm,22,22,0,None,0,None,0,None,710,BROOKVILLE,59,NASSAU (59),2016,25,2,Monday,0,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,21,9:00pm-9:59pm,45,45,21,9:00pm-9:59pm,40.80388889,40.80388889,3,Dark - Lighted,-73.537244440,-73.537244440,2,Front-to-Front,0,None,21,21,1,January,0,This section IS NOT on the NHS,21,9:00pm-9:59pm,20,20,0,2,0,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,1,Rural,0,No,0,No Special Jurisdiction,New York,360042,36,SR-106,BROOKVILLE RD,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2160,FREEPORT,59,NASSAU (59),2013,29,3,Tuesday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.65654722,40.65654722,3,Dark - Lighted,-73.580955560,-73.580955560,0,Not a Collision with Motor Vehicle In-Transport,0,None,15,15,1,January,1,This section IS ON the NHS,99,Unknown,99,Unknown,1,3,1,3,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360043,36,SR-27,HENRY ST,2,Four-Way Intersection,1,1,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2160,FREEPORT,59,NASSAU (59),2015,13,3,Tuesday,0,1,3,Principal Arterial - Other,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,20,8:00pm-8:59pm,40.65626111,40.65626111,3,Dark - Lighted,-73.590536110,-73.590536110,0,Not a Collision with Motor Vehicle In-Transport,0,None,59,59,1,January,1,This section IS ON the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360043,36,SR-27 W SUNRISE HWY,N LONG BEACH AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2015
15,3:00pm-3:59pm,0,0,0,None,0,None,0,None,2160,FREEPORT,59,NASSAU (59),2015,22,5,Thursday,0,1,6,Minor Collector,12,Motor Vehicle In-Transport ,15,3:00pm-3:59pm,20,20,14,2:00pm-2:59pm,40.65374444,40.65374444,1,Daylight,-73.569844440,-73.569844440,2,Front-to-Front,0,None,49,49,1,January,0,This section IS NOT on the NHS,14,2:00pm-2:59pm,52,52,0,3,0,3,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360044,36,E MERRICK RD,ALBANY AVE,7,"Five Point, or More",3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2012,24,3,Tuesday,0,1,,,19,Building,99,Unknown,99,Unknown EMS Hospital Arrival Time,8,8:00am-8:59am,40.73418889,40.73418889,1,Daylight,-73.677416670,-73.677416670,0,Not a Collision with Motor Vehicle In-Transport,0,None,44,44,1,January,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,5,Outside Trafficway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360045,36,SR-25,S 18TH ST,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
7,7:00am-7:59am,13,13,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2018,7,4,Wednesday,0,1,7,Local,9,Pedalcyclist,7,7:00am-7:59am,33,33,7,7:00am-7:59am,40.73957778,40.73957778,1,Daylight,-73.495380560,-73.495380560,0,Not a Collision with Motor Vehicle In-Transport,0,None,8,8,2,February,0,This section IS NOT on the NHS,7,7:00am-7:59am,11,11,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360046,36,N WANTAGH AVE,HICKSVILLE RD,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2018
3,3:00am-3:59am,21,21,0,None,0,None,0,None,4404,OCEANSIDE,59,NASSAU (59),2014,26,1,Sunday,1,1,,,33,Curb,3,3:00am-3:59am,36,36,3,3:00am-3:59am,40.63815556,40.63815556,3,Dark - Lighted,-73.617066670,-73.617066670,0,Not a Collision with Motor Vehicle In-Transport,0,None,0,0,1,January,0,This section IS NOT on the NHS,3,3:00am-3:59am,12,12,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360047,36,BROWER AVE,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2012,25,4,Wednesday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,6,6:00am-6:59am,40.66365000,40.66365000,4,Dawn,-73.549505560,-73.549505560,0,Not a Collision with Motor Vehicle In-Transport,0,None,25,25,1,January,1,This section IS ON the NHS,6,6:00am-6:59am,29,29,1,1,1,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,2,Rural-Principal Arterial-Other,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360048,36,SR-27 SUNRISE HWY,HEWLETT AVE,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
23,11:00pm-11:59pm,1,1,0,None,0,None,0,None,4450,OLD WESTBURY,59,NASSAU (59),2011,4,6,Friday,0,1,,,12,Motor Vehicle In-Transport ,0,0:00am-0:59am,5,5,22,10:00pm-10:59pm,99.99990000,Unknown,3,Dark - Lighted,999.999900000,Unknown,1,Front-to-Rear ,0,None,50,50,2,February,1,This section IS ON the NHS,22,10:00pm-10:59pm,53,53,0,5,0,5,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,11,Urban-Principal Arterial-Interstate,1,Interstate,,,0,No,0,No Special Jurisdiction,New York,360049,36,I-495,,1,Not an Intersection,3,3,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2011
23,11:00pm-11:59pm,15,15,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2014,31,6,Friday,0,1,,,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),21,9:00pm-9:59pm,40.67648333,40.67648333,3,Dark - Lighted,-73.464569440,-73.464569440,0,Not a Collision with Motor Vehicle In-Transport,0,None,29,29,1,January,1,This section IS ON the NHS,21,9:00pm-9:59pm,32,32,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360050,36,SR-27 SUNRISE HWY,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
21,9:00pm-9:59pm,32,32,0,None,0,None,0,None,6250,VALLEY STREAM,59,NASSAU (59),2014,27,2,Monday,0,1,,,12,Motor Vehicle In-Transport ,22,10:00pm-10:59pm,6,6,21,9:00pm-9:59pm,40.67106667,40.67106667,3,Dark - Lighted,-73.719380560,-73.719380560,6,Angle ,0,None,23,23,1,January,0,This section IS NOT on the NHS,21,9:00pm-9:59pm,27,27,0,5,0,5,1,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360051,36,W MERRICK RD,,1,Not an Intersection,2,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
3,3:00am-3:59am,21,21,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2019,17,1,Sunday,1,1,4,Minor Arterial,12,Motor Vehicle In-Transport ,3,3:00am-3:59am,38,38,3,3:00am-3:59am,40.69566667,40.69566667,3,Dark - Lighted,-73.690963890,-73.690963890,6,Angle ,99998,Not Reported,10,10,2,February,0,This section IS NOT on the NHS,3,3:00am-3:59am,12,12,0,2,0,2,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360051,36,MEACHAM AVE,B ST,2,Four-Way Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2011,27,5,Thursday,0,1,,,1,Rollover/Overturn,99,Unknown,99,Unknown EMS Hospital Arrival Time,20,8:00pm-8:59pm,40.67305000,40.67305000,3,Dark - Lighted,-73.510266670,-73.510266670,0,Not a Collision with Motor Vehicle In-Transport,0,None,45,45,1,January,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360052,36,WANTAGH AVE,RAILROAD AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2011
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2675,HICKSVILLE,59,NASSAU (59),2015,28,4,Wednesday,0,1,6,Minor Collector,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,5,5:00am-5:59am,40.76563056,40.76563056,3,Dark - Lighted,-73.545955560,-73.545955560,0,Not a Collision with Motor Vehicle In-Transport,0,None,40,40,1,January,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360054,36,455 WEST JOHN ST,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
22,10:00pm-10:59pm,53,53,0,None,0,None,0,None,3360,LONG BEACH,59,NASSAU (59),2010,3,1,Sunday,0,1,,,14,Parked Motor Vehicle ,23,11:00pm-11:59pm,10,10,22,10:00pm-10:59pm,40.58761944,40.58761944,3,Dark - Lighted,-73.666030560,-73.666030560,0,Not a Collision with Motor Vehicle In-Transport,0,None,50,50,1,January,0,This section IS NOT on the NHS,22,10:00pm-10:59pm,51,51,0,,,1,,,0000000,Not Applicable,,,0,No,1,Non-Junction,7,In Parking Lane/Zone,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360054,36,W WALNUT ST,,1,Not an Intersection,1,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2019,9,7,Saturday,0,1,7,Local,33,Curb,2,2:00am-2:59am,25,25,2,2:00am-2:59am,40.64484444,40.64484444,3,Dark - Lighted,-73.638997220,-73.638997220,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99998,Not Reported,10,10,2,February,0,This section IS NOT on the NHS,2,2:00am-2:59am,15,15,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360054,36,LONG BEACH RD,CASTLETON CT,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,1660,EAST HILLS,59,NASSAU (59),2012,28,7,Saturday,0,1,,,33,Curb,99,Unknown,99,Unknown EMS Hospital Arrival Time,15,3:00pm-3:59pm,40.80164722,40.80164722,1,Daylight,-73.624088890,-73.624088890,0,Not a Collision with Motor Vehicle In-Transport,0,None,53,53,1,January,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360055,36,GLEN COVE RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
7,7:00am-7:59am,38,38,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2016,1,2,Monday,0,1,7,Local,8,Pedestrian,7,7:00am-7:59am,55,55,7,7:00am-7:59am,40.69637778,40.69637778,1,Daylight,-73.715886110,-73.715886110,0,Not a Collision with Motor Vehicle In-Transport,0,None,35,35,2,February,0,This section IS NOT on the NHS,7,7:00am-7:59am,35,35,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360055,36,ELMONT RD,VILLAGE AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2011,11,6,Friday,1,1,,,12,Motor Vehicle In-Transport ,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),2,2:00am-2:59am,40.78470000,40.78470000,3,Dark - Lighted,-73.532225000,-73.532225000,1,Front-to-Rear ,0,None,11,11,2,February,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,14,Urban-Minor Arterial,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360062,36,S SERVICE RD,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
20,8:00pm-8:59pm,38,38,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2019,23,7,Saturday,0,1,4,Minor Arterial,8,Pedestrian,20,8:00pm-8:59pm,54,54,20,8:00pm-8:59pm,40.69043611,40.69043611,3,Dark - Lighted,-73.725105560,-73.725105560,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99998,Not Reported,26,26,2,February,0,This section IS NOT on the NHS,20,8:00pm-8:59pm,26,26,1,1,1,1,0,,0000000,Not Applicable,2,County Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360063,36,CR-36,237TH ST,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
18,6:00pm-6:59pm,22,22,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2019,26,3,Tuesday,0,1,3,Principal Arterial - Other,8,Pedestrian,18,6:00pm-6:59pm,42,42,18,6:00pm-6:59pm,40.70820556,40.70820556,5,Dusk,-73.683013890,-73.683013890,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99998,Not Reported,17,17,2,February,0,This section IS NOT on the NHS,18,6:00pm-6:59pm,19,19,1,1,1,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,9,Unknown,New York,360065,36,SR-24,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2015,4,1,Sunday,0,1,7,Local,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,10,10:00am-10:59am,40.76363333,40.76363333,1,Daylight,-73.646688890,-73.646688890,0,Not a Collision with Motor Vehicle In-Transport,0,None,52,52,1,January,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360065,36,WILLIS AVE,PRINCETON ST,3,T-Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2010,24,1,Sunday,0,1,,,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,4,4:00am-4:59am,99.99990000,Unknown,3,Dark - Lighted,999.999900000,Unknown,0,Not a Collision with Motor Vehicle In-Transport,0,None,46,46,1,January,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,,,1,,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360066,36,SHEPHERD LANE,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
18,6:00pm-6:59pm,33,33,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2016,7,1,Sunday,0,1,3,Principal Arterial - Other,9,Pedalcyclist,18,6:00pm-6:59pm,43,43,18,6:00pm-6:59pm,40.70864167,40.70864167,3,Dark - Lighted,-73.482866670,-73.482866670,0,Not a Collision with Motor Vehicle In-Transport,0,None,25,25,2,February,0,This section IS NOT on the NHS,18,6:00pm-6:59pm,30,30,1,1,1,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360066,36,SR-107,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
16,4:00pm-4:59pm,40,40,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2015,15,1,Sunday,0,1,3,Principal Arterial - Other,6,Injured In Vehicle (Non-Collision),88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),16,4:00pm-4:59pm,40.77222778,40.77222778,1,Daylight,-73.625786110,-73.625786110,0,Not a Collision with Motor Vehicle In-Transport,0,None,33,33,2,February,1,This section IS ON the NHS,16,4:00pm-4:59pm,33,33,0,1,0,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360067,36,SR-908G NORTHERN STATE PKWY,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
2,2:00am-2:59am,29,29,0,None,0,None,0,None,460,BAYVILLE,59,NASSAU (59),2015,15,1,Sunday,1,1,7,Local,30,Utility Pole/Light Support,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),2,2:00am-2:59am,40.91044167,40.91044167,3,Dark - Lighted,-73.561688890,-73.561688890,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,2,February,0,This section IS NOT on the NHS,2,2:00am-2:59am,25,25,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360069,36,BAYVILLE AVE,,1,Not an Intersection,1,1,4,4,Snow,0,No Additional Atmospheric Conditions,Snow,0,None,2015
5,5:00am-5:59am,30,30,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2018,1,5,Thursday,0,1,7,Local,8,Pedestrian,5,5:00am-5:59am,50,50,5,5:00am-5:59am,40.77455000,40.77455000,2,Dark - Not Lighted,-73.477555560,-73.477555560,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,3,March,0,This section IS NOT on the NHS,5,5:00am-5:59am,28,28,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360072,36,OLD COUNTRY RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
19,7:00pm-7:59pm,24,24,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2017,18,7,Saturday,0,1,7,Local,8,Pedestrian,19,7:00pm-7:59pm,45,45,19,7:00pm-7:59pm,40.79193611,40.79193611,3,Dark - Lighted,-73.653450000,-73.653450000,0,Not a Collision with Motor Vehicle In-Transport,0,None,21,21,2,February,0,This section IS NOT on the NHS,19,7:00pm-7:59pm,22,22,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360073,36,MINEOLA AVE,HILLSIDE AVE,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
22,10:00pm-10:59pm,53,53,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2017,18,7,Saturday,0,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,23,11:00pm-11:59pm,57,57,22,10:00pm-10:59pm,40.72459444,40.72459444,3,Dark - Lighted,-73.545397220,-73.545397220,6,Angle ,0,None,50,50,2,February,1,This section IS ON the NHS,22,10:00pm-10:59pm,53,53,0,3,0,3,0,,0000000,Not Applicable,1,State Highway Agency,0,No,8,Driveway Access Related,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360075,36,SR-24 HEMPSTEAD TURNPIKE,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
17,5:00pm-5:59pm,42,42,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2013,19,3,Tuesday,0,1,,,8,Pedestrian,18,6:00pm-6:59pm,7,7,17,5:00pm-5:59pm,40.66616667,40.66616667,3,Dark - Lighted,-73.486516670,-73.486516670,0,Not a Collision with Motor Vehicle In-Transport,0,None,39,39,2,February,0,This section IS NOT on the NHS,17,5:00pm-5:59pm,39,39,1,1,1,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360075,36,MERRICK RD,JACKSON AVE,2,Four-Way Intersection,1,1,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2013
12,12:00pm-12:59pm,2,2,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2019,24,5,Thursday,0,1,2,Principal Arterial - Other Freeways and Expressways,12,Motor Vehicle In-Transport ,15,3:00pm-3:59pm,6,6,11,11:00am-11:59am,40.73651667,40.73651667,1,Daylight,-73.601583330,-73.601583330,1,Front-to-Rear ,99998,Not Reported,54,54,1,January,1,This section IS ON the NHS,11,11:00am-11:59am,57,57,1,2,1,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,98,Not Reported,98,Not Reported,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360077,36,SR-908E,,98,Not Reported,3,3,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,15,"Non-occupant struck by falling cargo, or something that came loose from, or something that was set in motion by a vehicle",0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2010,1,2,Monday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,10,10:00am-10:59am,40.70972778,40.70972778,1,Daylight,-73.616552780,-73.616552780,6,Angle ,0,None,41,41,2,February,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,,,3,,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,15,Urban-Collector,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360077,36,FULTON AVE,BENNETT AVE,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
12,12:00pm-12:59pm,7,7,0,None,0,None,0,None,6250,VALLEY STREAM,59,NASSAU (59),2016,22,2,Monday,0,1,7,Local,8,Pedestrian,12,12:00pm-12:59pm,30,30,12,12:00pm-12:59pm,40.67212222,40.67212222,1,Daylight,-73.722052780,-73.722052780,0,Not a Collision with Motor Vehicle In-Transport,0,None,3,3,2,February,0,This section IS NOT on the NHS,12,12:00pm-12:59pm,4,4,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360079,36,W MERRICK RD,GREEN ST,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
